Ticker,銘柄名
4413,ボードルア
4414,フレクト
4415,ブロードエンタープライズ
4416,Ｔｒｕｅ　Ｄａｔａ
4417,グローバルセキュリティエキスパ
4418,ＪＤＳＣ
4419,ＦｉｎａｔｅｘｔＨＬＤＧ
4420,イーソル
4421,ディ・アイ・システム
4422,ＶＡＬＵＥＮＥＸ
4424,Ａｍａｚｉａ
4425,Ｋｕｄａｎ
4427,ＥｄｕＬａｂ
4428,シノプス
4429,リックソフト
4430,東海ソフト
4431,スマレジ
4432,ウイングアーク１ｓｔ
4433,ヒト・コミュニケーションズＨＤ
4434,サーバーワークス
4436,ミンカブ・ジ・インフォノイド
4437,ｇｏｏｄｄａｙｓ　ＨＬＤＧ
4438,Ｗｅｌｂｙ
4439,東名
4440,ヴィッツ
4441,トビラシステムズ
4442,バルテス・ＨＬＤＧ
4443,Ｓａｎｓａｎ
4444,インフォネット
4445,リビン・テクノロジーズ
4446,Ｌｉｎｋ−Ｕグループ
4447,ピー・ビーシステムズ
4448,ｋｕｂｅｌｌ
4449,ギフティ
4450,パワーソリューションズ
4452,花王
4461,第一工業製薬
4462,石原ケミカル
4463,日華化学
4464,ソフト９９コーポレーション
4465,ニイタカ
4471,三洋化成工業
4475,ＨＥＮＮＧＥ
4476,ＡＩ　ＣＲＯＳＳ
4477,ＢＡＳＥ
4478,フリー
4479,マクアケ
4480,メドレー
4481,ベース
4482,ウィルズ
4483,ＪＭＤＣ
4484,ランサーズ
4486,ユナイトアンドグロウ
4487,スペースマーケット
4488,ＡＩ　ｉｎｓｉｄｅ
4490,ビザスク
4491,コンピューターマネージメント
4492,ゼネテック
4493,サイバーセキュリティクラウド
4494,バリオセキュア
4495,アイキューブドシステムズ
4496,コマースＯｎｅ　ＨＬＤＧ
4498,サイバートラスト
4499,Ｓｐｅｅｅ
4502,武田薬品工業
4503,アステラス製薬
4506,住友ファーマ
4507,塩野義製薬
4512,わかもと製薬
4516,日本新薬
4519,中外製薬
4521,科研製薬
4523,エーザイ
4524,森下仁丹
4526,理研ビタミン
4527,ロート製薬
4528,小野薬品工業
4530,久光製薬
4531,有機合成薬品工業
4534,持田製薬
4536,参天製薬
4538,扶桑薬品工業
4539,日本ケミファ
4540,ツムラ
4543,テルモ
4544,Ｈ．Ｕ．グループＨＬＤＧ
4547,キッセイ薬品工業
4548,生化学工業
4549,栄研化学
4551,鳥居薬品
4552,ＪＣＲファーマ
4553,東和薬品
4554,富士製薬工業
4556,カイノス
4558,中京医薬品
4559,ゼリア新薬工業
4563,アンジェス
4564,オンコセラピー・サイエンス
4565,ネクセラファーマ
4568,第一三共
4569,杏林製薬
4570,免疫生物研究所
4571,ＮＡＮＯ　ＭＲＮＡ
4572,カルナバイオサイエンス
4574,大幸薬品
4575,キャンバス
4576,デ・ウエスタン・セラピテクス
4577,ダイト
4578,大塚ＨＬＤＧ
4579,ラクオリア創薬
4582,シンバイオ製薬
4583,カイオム・バイオサイエンス
4584,キッズウェル・バイオ
4586,メドレックス
4587,ペプチドリーム
4588,オンコリスバイオファーマ
4591,リボミック
4592,サンバイオ
4593,ヘリオス
4594,ブライトパス・バイオ
4595,ミズホメディー
4596,窪田製薬ＨＬＤＧ
4597,ソレイジア・ファーマ
4598,Ｄｅｌｔａ―Ｆｌｙ　Ｐｈａｒｍ
4599,ステムリム
4611,大日本塗料
4612,日本ペイントＨＬＤＧ
4613,関西ペイント
4615,神東塗料
4616,川上塗料
4617,中国塗料
4619,日本特殊塗料
4620,藤倉化成
4623,アサヒペン
4624,イサム塗料
4625,アトミクス
4626,太陽ＨＬＤＧ
4627,ナトコ
4628,エスケー化研
4629,大伸化学
4631,ＤＩＣ
4633,サカタインクス
4634,ａｒｔｉｅｎｃｅ
4635,東京インキ
4641,アルプス技研
4642,オリジナル設計
4644,イマジニア
4645,市進ＨＬＤＧ
4650,ＳＤエンターテイメント
4651,サニックスＨＬＤＧ
4657,環境管理センター
4658,日本空調サービス
4659,エイジス
4661,オリエンタルランド
4662,フォーカスシステムズ
4664,アール・エス・シー
4665,ダスキン
4666,パーク２４
4667,アイサンテクノロジー
4668,明光ネットワークジャパン
4671,ファルコＨＬＤＧ
4673,川崎地質
4674,クレスコ
4676,フジ・メディアＨＬＤＧ
4678,秀英予備校
4679,田谷
4680,ラウンドワン
4681,リゾートトラスト
4684,オービック
4685,菱友システムズ
4686,ジャストシステム
4687,ＴＤＣソフト
4689,ＬＩＮＥヤフー
4690,日本パレットプール
4691,ワシントンホテル
4694,ビー・エム・エル
4704,トレンドマイクロ
4705,クリップコーポレーション
4707,キタック
4709,ＩＤ　ＨＬＤＧ
4712,ＫｅｙＨｏｌｄｅｒ
4714,リソー教育
4716,日本オラクル
4718,早稲田アカデミー
4719,アルファシステムズ
4720,城南進学研究社
4722,フューチャー
4725,ＣＡＣ　ＨＬＤＧ
4728,トーセ
4732,ユー・エス・エス
4733,オービックビジネスコンサルタン
4735,京進
4736,日本ラッド
4743,アイティフォー
4745,東京個別指導学院
4746,東計電算
4750,ダイサン
4751,サイバーエージェント
4752,昭和システムエンジニアリング
4754,トスネット
4755,楽天グループ
4760,アルファ
4761,さくらケーシーエス
4762,エックスネット
4763,クリーク・アンド・リバー社
4765,ＳＢＩグローバルアセットマネジ
4766,ピーエイ
4767,テー・オー・ダブリュー
4768,大塚商会
4769,ＩＣ
4771,エフアンドエム
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮ
4776,サイボウズ
4777,ガーラ
4783,ＮＣＤ
4784,ＧＭＯインターネット
4792,山田コンサルティンググループ
4800,オリコン
4801,セントラルスポーツ
4809,パラカ
4811,ドリーム・アーツ
4812,電通総研
4813,ＡＣＣＥＳＳ
4814,ネクストウェア
4816,東映アニメーション
4819,デジタルガレージ
4820,イーエムシステムズ
4825,ウェザーニューズ
4826,ＣＩＪ
4827,ビジネス・ワンＨＬＤＧ
4828,ビジネスエンジニアリング
4829,日本エンタープライズ
4832,ＪＦＥシステムズ
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ
4834,キャリアバンク
4838,スペースシャワーＳＫＩＹＡＫＩ
4839,ＷＯＷＯＷ
4840,トライアイズ
4845,スカラ
4847,インテリジェント　ウェイブ
4848,フルキャストＨＬＤＧ
4849,エン・ジャパン
4875,メディシノバ
4880,セルソース
4881,ファンペップ
4882,ペルセウスプロテオミクス
4883,モダリス
4884,クリングルファーマ
4885,室町ケミカル
4886,あすか製薬ＨＬＤＧ
4887,サワイグループＨＬＤＧ
4888,ステラファーマ
4889,レナサイエンス
4890,坪田ラボ
4891,ティムス
4892,サイフューズ
4893,ノイルイミューン・バイオ
4894,クオリプス
4896,ケイファーマ
4901,富士フイルムＨＬＤＧ
4902,コニカミノルタ
4911,資生堂
4912,ライオン
4914,高砂香料工業
4917,マンダム
4918,アイビー化粧品
4919,ミルボン
4920,日本色材工業研究所
4922,コーセー
4923,コタ
4925,ハーバー研究所
4926,シーボン
4927,ポーラ・オルビスＨＬＤＧ
4928,ノエビアＨＬＤＧ
4929,アジュバンＨＬＤＧ
4931,新日本製薬
4932,アルマード
4933,Ｉ−ｎｅ
4934,プレミアアンチエイジング
4935,リベルタ
4936,アクシージア
4937,Ｗａｑｏｏ
4951,エステー
4956,コニシ
4957,ヤスハラケミカル
4958,長谷川香料
4960,ケミプロ化成
4966,上村工業
4967,小林製薬
4968,荒川化学工業
4970,東洋合成工業
4971,メック
4972,綜研化学
4973,日本高純度化学
4974,タカラバイオ
4975,ＪＣＵ
4976,東洋ドライルーブ
4977,新田ゼラチン
4978,リプロセル
4979,ＯＡＴアグリオ
4980,デクセリアルズ
4985,アース製薬
4990,昭和化学工業
4992,北興化学工業
4994,大成ラミックグループ
4995,サンケイ化学
4996,クミアイ化学工業
4997,日本農薬
4998,フマキラー
5009,富士興産
5010,日本精蝋
5011,ニチレキグループ
5013,ユシロ
5015,ビーピー・カストロール
5016,ＪＸ金属
5017,富士石油
5018,ＭＯＲＥＳＣＯ
5019,出光興産
5020,ＥＮＥＯＳ　ＨＬＤＧ
5021,コスモエネルギーＨＬＤＧ
5025,マーキュリー
5026,トリプルアイズ
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ
5028,セカンドサイトアナリティカ
5029,サークレイス
5031,モイ
5032,ＡＮＹＣＯＬＯＲ
5033,ヌーラボ
5034,ｕｎｅｒｒｙ
5035,ＨＯＵＳＥＩ
5036,日本ビジネスシステムズ
5038,ｅＷｅＬＬ
5039,キットアライブ
5070,ドラフト
5071,ヴィス
5074,テスＨＬＤＧ
5075,アップコン
5076,インフロニア・ＨＬＤＧ
5078,セレ
5079,ノバック
5101,横浜ゴム
5103,昭和ＨＬＤＧ
5105,ＴＯＹＯ　ＴＩＲＥ
5108,ブリヂストン
5110,住友ゴム工業
5121,藤倉コンポジット
5122,オカモト
5125,ファインズ
5126,ポーターズ
5129,ＦＩＸＥＲ
5131,リンカーズ
5132,ｐｌｕｓｚｅｒｏ
5133,テリロジーＨＬＤＧ
5134,ＰＯＰＥＲ
5136,ｔｒｉｐｌａ
5137,スマートドライブ
5138,Ｒｅｂａｓｅ
5139,オープンワーク
5142,アキレス
5161,西川ゴム工業
5162,朝日ラバー
5184,ニチリン
5185,フコク
5186,ニッタ
5187,クリエートメディック
5189,櫻護謨
5191,住友理工
5192,三ツ星ベルト
5194,相模ゴム工業
5195,バンドー化学
5199,不二ラテックス
5201,ＡＧＣ
5202,日本板硝子
5204,石塚硝子
5208,有沢製作所
5210,日本山村硝子
5214,日本電気硝子
5216,倉元製作所
5218,オハラ
5232,住友大阪セメント
5233,太平洋セメント
5237,ノザワ
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏ
5241,日本オーエー研究所
5242,アイズ
5243,ｎｏｔｅ
5244,ｊｉｇ．ｊｐ
5246,ＥＬＥＭＥＮＴＳ
5247,ＢＴＭ
5248,テクノロジーズ
5250,プライム・ストラテジー
5252,日本ナレッジ
5253,カバー
5254,Ａｒｅｎｔ
5255,モンスターラボ
5256,Ｆｕｓｉｃ
5257,ノバシステム
5258,トランザクション・メディア・
5259,ＢＢＤイニシアティブ
5261,リソルＨＬＤＧ
5262,日本ヒューム
5268,旭コンクリート工業
5269,日本コンクリート工業
5271,トーヨーアサノ
5273,三谷セキサン
5279,日本興業
5280,ヨシコン
5282,ジオスター
5283,高見澤
5284,ヤマウＨＬＤＧ
5285,ヤマックス
5287,イトーヨーギョー
5288,アジアパイルＨＬＤＧ
5290,ベルテクスコーポレーション
5301,東海カーボン
5302,日本カーボン
5304,ＳＥＣカーボン
5310,東洋炭素
5331,ノリタケ
5332,ＴＯＴＯ
5333,日本碍子
5334,日本特殊陶業
5337,ダントーＨＬＤＧ
5341,ＡＳＡＨＩ　ＥＩＴＯＨＬＤＧ
5342,ジャニス工業
5343,ニッコー
5344,ＭＡＲＵＷＡ
5351,品川リフラクトリーズ
5352,黒崎播磨
5355,日本坩堝
5356,美濃窯業
5357,ヨータイ
5363,東京窯業
5367,ニッカトー
5368,日本インシュレーション
5380,新東
5381,Ｍｉｐｏｘ
5384,フジミインコーポレーテッド
5386,鶴弥
5388,クニミネ工業
5391,エーアンドエーマテリアル
5393,ニチアス
5401,日本製鉄
5406,神戸製鋼所
5408,中山製鋼所
5410,合同製鐵
5411,ＪＦＥＨＬＤＧ
5423,東京製鐵
5440,共英製鋼
5444,大和工業
5445,東京鐵鋼
5446,北越メタル
5449,大阪製鐵
5451,淀川製鋼所
5458,高砂鐵工
5461,中部鋼鈑
5463,丸一鋼管
5464,モリ工業
5471,大同特殊鋼
5476,日本高周波鋼業
5480,日本冶金工業
5482,愛知製鋼
5484,東北特殊鋼
5491,日本金属
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏ
5530,日本システムバンク
5532,リアルゲイト
5533,エリッツＨＬＤＧ
5535,ミガロＨＬＤＧ
5541,大平洋金属
5542,新報国マテリアル
5563,新日本電工
5570,ジェノバ
5571,エキサイトＨＬＤＧ
5572,Ｒｉｄｇｅ−ｉ
5574,ＡＢＥＪＡ
5575,Ｇｌｏｂｅｅ
5576,オービーシステム
5577,アイデミー
5578,ＡＲアドバンストテクノロジ
5579,ＧＳＩ
5580,プロディライト
5582,グリッド
5586,Ｌａｂｏｒｏ．ＡＩ
5587,インバウンドプラットフォーム
5588,ファーストアカウンティング
5589,オートサーバー
5590,ネットスターズ
5591,ＡＶＩＬＥＮ
5592,くすりの窓口
5595,ＱＰＳ研究所
5596,アウトルックコンサルティング
5597,ブルーイノベーション
5599,Ｓ＆Ｊ
5602,栗本鐵工所
5603,虹技
5607,中央可鍛工業
5609,日本鋳造
5612,日本鋳鉄管
5616,雨風太陽
5618,ナイル
5619,マーソ
5621,ヒューマンテクノロジーズ
5631,日本製鋼所
5632,三菱製鋼
5644,メタルアート
5658,日亜鋼業
5659,日本精線
5660,神鋼鋼線工業
5695,パウダーテック
5697,サンユウ
5698,エンビプロＨＬＤＧ
5699,イボキン
5702,大紀アルミニウム工業所
5703,日本軽金属ＨＬＤＧ
5704,ＪＭＣ
5706,三井金属鉱業
5707,東邦亜鉛
5711,三菱マテリアル
5713,住友金属鉱山
5714,ＤＯＷＡ　ＨＬＤＧ
5715,古河機械金属
5721,エス・サイエンス
5724,アサカ理研
5726,大阪チタニウムテクノロジーズ
5727,東邦チタニウム
5729,日本精鉱
5741,ＵＡＣＪ
5742,エヌアイシ・オートテック
5753,日本伸銅
5757,ＣＫサンエツ
5801,古河電気工業
5802,住友電気工業
5803,フジクラ
5805,ＳＷＣＣ
5816,オーナンバ
5817,ＪＭＡＣＳ
5819,カナレ電気
5820,三ッ星
5821,平河ヒューテック
5830,いよぎんＨＬＤＧ
5831,しずおかＦＧ
5832,ちゅうぎんＦＧ
5834,ＳＢＩリーシングサービス
5838,楽天銀行
5842,インテグラル
5843,ニッポンインシュア
5844,京都ＦＧ
5845,全保連
5851,リョービ
5852,アーレスティ
5856,エルアイイーエイチ
5857,ＡＲＥＨＬＤＧ
5858,ＳＴＧ
5867,エスネットワークス
5868,ロココ
5869,早稲田学習研究会
5870,ナルネットコミュニケーションズ
5871,ＳＯＬＩＺＥ　ＨＬＤＧ
5884,クラダシ
5885,ジーデップ・アドバンス
5888,ＤＡＩＷＡ　ＣＹＣＬＥ
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈ
5891,魁力屋
5892,ｙｕｔｏｒｉ
5900,ダイケン
5901,東洋製罐グループＨＬＤＧ
5902,ホッカンＨＬＤＧ
5903,シンポ
5905,日本製罐
5906,エムケー精工
5909,コロナ
5911,横河ブリッジＨＬＤＧ
5915,駒井ハルテック
5918,瀧上工業
5921,川岸工業
5922,那須電機鉄工
5923,高田機工
5928,アルメタックス
5929,三和ＨＬＤＧ
5930,文化シヤッター
5932,三協立山
5933,アルインコ
5936,東洋シヤッター
5938,ＬＩＸＩＬ
5939,大谷工業
5940,不二サッシ
5941,中西製作所
5942,日本フイルコン
5943,ノーリツ
5945,天龍製鋸
5946,長府製作所
5947,リンナイ
5949,ユニプレス
5950,日本パワーファスニング
5951,ダイニチ工業
5952,アマテイ
5953,昭和鉄工
5955,ワイズＨＬＤＧ
5956,トーソー
5957,日東精工
5958,三洋工業
5959,岡部
5962,浅香工業
5965,フジマック
5966,京都機械工具
5967,ＴＯＮＥ
5969,ロブテックス
5970,ジーテクト
5971,共和工業所
5973,トーアミ
5974,中国工業
5975,東プレ
5976,高周波熱錬
5979,カネソウ
5981,東京製綱
5982,マルゼン
5983,イワブチ
5984,兼房
5985,サンコール
5986,モリテック　スチール
5987,オーネックス
5988,パイオラックス
5989,エイチワン
5990,スーパーツール
5991,ニッパツ
5992,中央発條
5994,ファインシンター
5997,協立エアテック
5998,アドバネクス
6005,三浦工業
6013,タクマ
6016,ジャパンエンジン
6018,阪神内燃機工業
6022,赤阪鐵工所
6023,ダイハツインフィニアース
6025,日本ＰＣサービス
6026,ＧＭＯ　ＴＥＣＨ
6027,弁護士ドットコム
6028,テクノプロＨＬＤＧ
6029,アトラグループ
6030,アドベンチャー
6031,ＺＥＴＡ
6033,エクストリーム
6034,ＭＲＴ
6035,アイ・アールジャパンＨＬＤＧ
6036,ＫｅｅＰｅｒ技研
6037,楽待
6038,イード
6039,日本動物高度医療センター
6040,日本スキー場開発
6042,ニッキ
6044,三機サービス
6045,レントラックス
6046,リンクバル
6047,Ｇｕｎｏｓｙ
6048,デザインワン・ジャパン
6049,イトクロ
6050,イー・ガーディアン
6054,リブセンス
6055,ジャパンマテリアル
6058,ベクトル
6059,ウチヤマＨＬＤＧ
6060,こころネット
6061,ユニバーサル園芸社
6062,チャーム・ケア
6063,日本エマージェンシーアシスタン
6069,トレンダーズ
6070,キャリアリンク
6071,ＩＢＪ
6072,地盤ネットＨＬＤＧ
6073,アサンテ
6074,ジェイエスエス
6076,アメイズ
6078,バリューＨＲ
6080,Ｍ＆Ａキャピタルパートナーズ
6081,アライドアーキテクツ
6082,ライドオンエクスプレスＨＬＤＧ
6083,ＥＲＩ　ＨＬＤＧ
6085,アーキテクツ・スタジオ・ジャパ
6086,シンメンテＨＬＤＧ
6087,アビスト
6088,シグマクシス・ＨＬＤＧ
6089,ウィルグループ
6090,ヒューマン・メタボローム・テク
6091,ウエスコＨＬＤＧ
6092,エンバイオＨＬＤＧ
6093,エスクロー・エージェント・ジャ
6094,フリークアウトＨＬＤＧ
6095,メドピア
6096,レアジョブ
6098,リクルートＨＬＤＧ
6099,エラン
6101,ツガミ
6103,オークマ
6104,芝浦機械
6111,旭精機工業
6113,アマダ
6118,アイダエンジニアリング
6125,岡本工作機械製作所
6134,ＦＵＪＩ
6135,牧野フライス製作所
6136,オーエスジー
6137,小池酸素工業
6138,ダイジェット工業
6140,旭ダイヤモンド工業
6141,ＤＭＧ森精機
6142,富士精工
6143,ソディック
6144,西部電機
6145,ＮＩＴＴＯＫＵ
6146,ディスコ
6147,ヤマザキ
6149,小田原エンジニアリング
6150,タケダ機械
6151,日東工器
6155,高松機械工業
6156,エーワン精密
6157,日進工具
6158,和井田製作所
6159,ミクロン精密
6161,エスティック
6165,パンチ工業
6166,中村超硬
6167,冨士ダイス
6171,土木管理総合試験所
6173,アクアライン
6176,ブランジスタ
6177,ＡｐｐＢａｎｋ
6178,日本郵政
6180,ＧＭＯメディア
6181,タメニー
6182,メタリアル
6183,ベルシステム２４ＨＬＤＧ
6184,鎌倉新書
6185,ＳＭＮ
6186,一蔵
6189,グローバルキッズＣＯＭＰＡＮＹ
6190,フェニックスバイオ
6191,エアトリ
6193,バーチャレクスＨＬＤＧ
6194,アトラエ
6195,ホープ
6196,ストライク
6197,ソラスト
6198,キャリア
6199,セラク
6200,インソース
6201,豊田自動織機
6203,豊和工業
6208,石川製作所
6209,リケンＮＰＲ
6210,ＴＯＹＯイノベックス
6217,津田駒工業
6218,エンシュウ
6222,島精機製作所
6223,西部技研
6224,ＪＲＣ
6225,エコム
6226,守谷輸送機工業
6227,ＡＩメカテック
6228,ジェイ・イー・ティ
6229,オーケーエム
6230,ＳＡＮＥＩ
6231,木村工機
6232,ＡＣＳＬ
6233,ＫＬＡＳＳ
6235,オプトラン
6237,イワキポンプ
6238,フリュー
6239,ナガオカ
6240,ヤマシンフィルタ
6245,ヒラノテクシード
6246,テクノスマート
6247,日阪製作所
6248,横田製作所
6249,ゲームカード・ジョイコＨＬＤＧ
6250,やまびこ
6254,野村マイクロ・サイエンス
6255,エヌ・ピー・シー
6257,藤商事
6258,平田機工
6262,ＰＥＧＡＳＵＳ
6264,マルマエ
6265,コンバム
6266,タツモ
6267,ゼネラルパッカー
6268,ナブテスコ
6269,三井海洋開発
6272,レオン自動機
6273,ＳＭＣ
6276,シリウスビジョン
6277,ホソカワミクロン
6278,ユニオンツール
6279,瑞光
6282,オイレス工業
6284,日精エー・エス・ビー機械
6286,靜甲
6287,サトー
6289,技研製作所
6291,日本エアーテック
6292,カワタ
6293,日精樹脂工業
6294,オカダアイヨン
6297,鉱研工業
6298,ワイエイシイＨＬＤＧ
6301,小松製作所
6302,住友重機械工業
6305,日立建機
6306,日工
6307,サンセイ
6309,巴工業
6310,井関農機
6312,フロイント産業
6315,ＴＯＷＡ
6316,丸山製作所
6317,北川鉄工所
6322,タクミナ
6323,ローツェ
6324,ハーモニック・ドライブ・システ
6325,タカキタ
6326,クボタ
6327,北川精機
6328,荏原実業
6330,東洋エンジニアリング
6331,三菱化工機
6332,月島ＨＬＤＧ
6333,帝国電機製作所
6334,明治機械
6335,東京機械製作所
6336,石井表記
6337,テセック
6338,タカトリ
6339,新東工業
6340,澁谷工業
6342,太平製作所
6343,フリージア・マクロス
6345,アイチ
6346,キクカワエンタープライズ
6347,プラコー
6349,小森コーポレーション
6351,鶴見製作所
6356,日本ギア工業
6357,三精テクノロジーズ
6358,酒井重工業
6360,東京自働機械製作所
6361,荏原製作所
6363,酉島製作所
6364,ＡＩＲＭＡＮ
6365,電業社機械製作所
6366,千代田化工建設
6367,ダイキン工業
6368,オルガノ
6369,トーヨーカネツ
6370,栗田工業
6371,椿本チエイン
6373,大同工業
6376,日機装
6378,木村化工機
6379,レイズネクスト
6380,オリエンタルチエン工業
6381,アネスト岩田
6382,トリニティ工業
6383,ダイフク
6384,昭和真空
6387,サムコ
6390,加藤製作所
6391,加地テック
6392,ヤマダコーポレーション
6393,油研工業
6395,タダノ
6396,宇野澤組鐵工所
6400,不二精機
6402,兼松エンジニアリング
6403,水道機工
6405,鈴茂器工
6406,フジテック
6407,ＣＫＤ
6408,小倉クラッチ
6411,中野冷機
6412,平和
6413,理想科学工業
6416,桂川電機
6417,ＳＡＮＫＹＯ
6418,日本金銭機械
6419,マースグループＨＬＤＧ
6420,ガリレイ
6424,高見沢サイバネティックス
6425,ユニバーサルエンターテインメン
6428,オーイズミ
6430,ダイコク電機
6432,竹内製作所
6433,ヒーハイスト
6436,アマノ
6439,中日本鋳工
6440,ＪＵＫＩ
6444,サンデン
6445,ジャノメ
6448,ブラザー工業
6454,マックス
6455,モリタＨＬＤＧ
6457,グローリー
6458,新晃工業
6459,大和冷機工業
6460,セガサミーＨＬＤＧ
6463,ＴＰＲ
6464,ツバキ・ナカシマ
6465,ホシザキ
6466,ＴＶＥ
6467,ニチダイ
6469,放電精密加工研究所
6470,大豊工業
6471,日本精工
6472,ＮＴＮ
6473,ジェイテクト
6474,不二越
6479,ミネベアミツミ
6480,日本トムソン
6481,ＴＨＫ
6482,ＹＵＳＨＩＮ
6484,ＫＶＫ
6485,前澤給装工業
6486,イーグル工業
6488,ヨシタケ
6489,前澤工業
6490,ＰＩＬＬＡＲ
6492,岡野バルブ製造
6493,ＮＩＴＴＡＮ
6494,ＮＦＫ　ＨＬＤＧ
6495,宮入バルブ製作所
6496,中北製作所
6497,ハマイ
6498,キッツ
6501,日立製作所
6503,三菱電機
6504,富士電機
6505,東洋電機製造
6506,安川電機
6507,シンフォニア　テクノロジー
6508,明電舎
6513,オリジン
6516,山洋電気
6517,デンヨー
6518,三相電機
6521,オキサイド
6522,アスタリスク
6523,ＰＨＣＨＬＤＧ
6524,湖北工業
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩ
6526,ソシオネクスト
6532,ベイカレント
6533,Ｏｒｃｈｅｓｔｒａ　ＨＬＤＧ
6535,アイモバイル
6537,ＷＡＳＨハウス
6538,ディスラプターズ
6539,ＭＳ―Ｊａｐａｎ
6540,船場
6542,ＦＣ　ＨＬＤＧ
6543,日宣
6544,ジャパンエレベーターサービスＨ
6545,インターネットインフィニティー
6546,フルテック
6547,グリーンズ
6548,旅工房
6549,ディーエムソリューションズ
6551,ツナググループＨＬＤＧ
6552,ＧａｍｅＷｉｔｈ
6554,エスユーエス
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ
6557,ＡＩＡＩグループ
6558,クックビズ
6560,エル・ティー・エス
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ
6562,ジーニー
6563,みらいワークス
6564,ミダックＨＬＤＧ
6565,ＡＢホテル
6566,要興業
6568,神戸天然物化学
6570,共和コーポレーション
6571,キュービーネットＨＬＤＧ
6572,オープングループ
6573,アジャイルメディア・ネットワー
6574,コンヴァノ
6577,ベストワンドットコム
6578,コレックＨＬＤＧ
6579,ログリー
6580,ライトアップ
6584,三櫻工業
6586,マキタ
6588,東芝テック
6590,芝浦メカトロニクス
6592,マブチモーター
6594,ニデック
6597,ＨＰＣシステムズ
6599,エブレン
6612,バルミューダ
6613,ＱＤレーザ
6614,シキノハイテック
6615,ユー・エム・シー・エレクトロニ
6616,トレックス・セミコンダクター
6617,東光高岳
6619,ダブル・スコープ
6620,宮越ＨＬＤＧ
6622,ダイヘン
6623,愛知電機
6625,ＪＡＬＣＯ　ＨＬＤＧ
6626,ＳＥＭＩＴＥＣ
6627,テラプローブ
6629,テクノホライゾン
6630,ヤーマン
6632,ＪＶＣケンウッド
6633,ＣＧＳ　ＨＬＤＧ
6634,ネクスグループ
6635,大日光・エンジニアリング
6637,寺崎電気産業
6638,ミマキエンジニアリング
6643,戸上電機製作所
6644,大崎電気工業
6645,オムロン
6647,森尾電機
6648,かわでん
6651,日東工業
6652,ＩＤＥＣ
6653,正興電機製作所
6654,不二電機工業
6655,東洋電機
6656,インスペック
6658,シライ電子工業
6659,メディアリンクス
6662,ユビテック
6663,太洋テクノレックス
6664,オプトエレクトロニクス
6666,リバーエレテック
6668,アドテックプラズマテクノロジー
6670,ＭＣＪ
6674,ジーエスユアサコーポレーション
6675,サクサ
6676,バッファロー
6677,エスケーエレクトロニクス
6678,テクノメディカ
6694,ズーム
6696,トラース・オン・プロダクト
6699,ダイヤモンドエレクトリックＨＤ
6701,日本電気
6702,富士通
6703,沖電気工業
6706,電気興業
6707,サンケン電気
6718,アイホン
6721,ウインテスト
6723,ルネサスエレクトロニクス
6724,セイコーエプソン
6727,ワコム
6728,アルバック
6730,アクセル
6731,ピクセラ
6734,ニューテック
6736,サン電子
6737,ＥＩＺＯ
6740,ジャパンディスプレイ
6741,日本信号
6742,京三製作所
6743,大同信号
6744,能美防災
6745,ホーチキ
6748,星和電機
6750,エレコム
6752,パナソニック　ＨＬＤＧ
6753,シャープ
6754,アンリツ
6755,富士通ゼネラル
6757,ＯＳＧコーポレーション
6758,ソニーグループ
6762,ＴＤＫ
6763,帝国通信工業
6768,タムラ製作所
6769,ザインエレクトロニクス
6770,アルプスアルパイン
6771,池上通信機
6772,東京コスモス電機
6775,ＴＢグループ
6776,天昇電気工業
6777,ｓａｎｔｅｃ　ＨＬＤＧ
6778,アルチザネットワークス
6779,日本電波工業
6785,鈴木
6786,ＲＶＨ
6787,メイコー
6788,日本トリム
6794,フォスター電機
6797,名古屋電機工業
6798,ＳＭＫ
6800,ヨコオ
6803,ティアック
6804,ホシデン
6806,ヒロセ電機
6807,日本航空電子工業
6809,ＴＯＡ
6810,マクセル
6814,古野電気
6817,スミダコーポレーション
6819,伊豆シャボテンリゾート
6820,アイコム
6822,大井電気
6823,リオン
6824,新コスモス電機
6832,アオイ電子
6834,精工技研
6835,アライドテレシスＨＬＤＧ
6836,ぷらっとホーム
6837,京写
6838,多摩川ＨＬＤＧ
6840,ＡＫＩＢＡ　ＨＬＤＧ
6841,横河電機
6844,新電元工業
6845,アズビル
6846,中央製作所
6848,東亜ディーケーケー
6849,日本光電工業
6850,チノー
6853,共和電業
6855,日本電子材料
6856,堀場製作所
6857,アドバンテスト
6858,小野測器
6859,エスペック
6861,キーエンス
6862,ミナトＨＬＤＧ
6863,ニレコ
6864,エヌエフＨＬＤＧ
6866,日置電機
6867,リーダー電子
6869,シスメックス
6870,日本フェンオール
6871,日本マイクロニクス
6874,協立電機
6875,メガチップス
